INFO:root:User logged in
INFO:root:clic Dashboard
INFO:root:clic onboarding
INFO:root:clic project
INFO:root:clic supplier
INFO:root:clic Dashboard
INFO:root:clic Dashboard
INFO:root:clic rfi rfq
INFO:root:clic rfi rfq
INFO:root:clic rfi rfq
INFO:root:clic rfi rfq
INFO:root:clic rfi rfq
INFO:root:clic rfi rfq
INFO:root:clic rfi rfq
INFO:root:clic rfi rfq
INFO:root:clic supplier
INFO:root:clic onboarding
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic rfi rfq
INFO:root:clic rfi rfq
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic Dashboard
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
INFO:root:clic supplier
2024-07-12 14:35:09,723 clic supplier
2024-07-12 14:35:12,309 clic supplier
2024-07-12 14:35:19,279 clic supplier
2024-07-12 14:35:22,417 clic supplier
2024-07-12 14:35:25,771 clic supplier
2024-07-12 14:35:54,971 clic supplier
2024-07-12 14:36:08,322 clic rfi rfq
2024-07-12 14:37:10,073 clic rfi rfq
2024-07-12 14:38:37,154 clic rfi rfq
2024-07-12 14:38:59,632 clic rfi rfq
2024-07-12 14:39:00,658 clic rfi rfq
2024-07-12 14:40:01,216 clic rfi rfq
2024-07-12 14:40:22,709 clic rfi rfq
2024-07-12 14:40:35,885 clic project
2024-07-12 14:40:45,695 clic project
2024-07-12 14:40:49,967 clic onboarding
2024-07-12 14:40:53,104 clic project
2024-07-12 14:41:26,562 clic rfi rfq
2024-07-12 14:45:33,799 clic rfi rfq
2024-07-12 14:47:46,100 clic rfi rfq
2024-07-12 14:48:14,692 clic rfi rfq
2024-07-12 14:49:47,412 clic rfi rfq
2024-07-12 14:49:51,489 clic rfi rfq
2024-07-12 14:53:49,630 clic rfi rfq
2024-07-12 14:55:50,654 clic rfi rfq
2024-07-12 14:56:15,634 clic Dashboard
2024-07-12 14:56:26,161 clic rfi rfq
2024-07-12 14:57:50,345 clic rfi rfq
2024-07-12 14:59:31,534 clic rfi rfq
2024-07-12 14:59:37,331 clic rfi rfq
2024-07-12 15:08:31,029 clic rfi rfq
2024-07-12 15:08:37,423 clic rfi rfq
2024-07-12 15:11:32,846 clic rfi rfq
2024-07-12 15:12:33,726 clic rfi rfq
2024-07-12 15:13:13,491 clic rfi rfq
2024-07-12 15:13:32,668 clic rfi rfq
2024-07-12 15:13:43,642 clic rfi rfq
2024-07-12 15:15:43,998 clic rfi rfq
2024-07-12 15:17:31,787 clic rfi rfq
2024-07-12 15:17:56,105 clic rfi rfq
2024-07-12 15:18:40,098 clic rfi rfq
2024-07-12 15:18:48,127 clic rfi rfq
2024-07-12 15:18:51,237 clic rfi rfq
2024-07-12 15:19:44,305 clic rfi rfq
2024-07-12 15:21:30,685 clic rfi rfq
2024-07-12 15:21:37,590 clic rfi rfq
2024-07-12 15:22:41,836 clic rfi rfq
2024-07-12 15:22:44,714 clic rfi rfq
